source,target,distance,time_ns,relaxed
4142243489,2520774368,15790,529413708,1895127
1205895880,290649218,8901,327776917,1048171
1893903809,287827087,5082,196051917,599046
2249899029,494608109,8003,522660833,1376545
1570184030,2282323473,13994,524032417,1673013
3092851657,1928056404,8612,386104958,1110404
4520459738,1579915652,15207,502458666,1802732
2091955325,3936192846,14073,468269875,1697581
535621777,3327703423,10518,363119750,1268324
274236283,1377234986,5480,282297250,834331
290596560,310753647,1914,70201750,199216
2589609286,2478254204,9684,345168042,1008889
1126222755,3365983869,10596,581396500,1741789
1122112360,1117236357,4309,130570500,368313
31405344,3253923040,15326,540259333,1843197
5223751661,3188792815,13248,478537291,1592256
125427,1264185927,4696,206588667,506022
1269551209,2355684786,10745,454238333,1434872
1094514476,309764796,11941,497359083,1507945
1121596981,364157730,3553,49226375,134631
